timestamp,intersection_id,detector_id,approach,lane,movement,vehicle_count,occupancy_pct,speed_avg_kmh,rain,temp_c
2026-04-13 00:15:00,WADI_SAQRA_01,DET-W02,West,2,straight,3,2.9,72.5,0.0,26.3
2026-04-13 00:15:00,WADI_SAQRA_01,DET-W03,West,3,straight_right,2,4.6,43.8,0.0,26.3
2026-04-13 00:15:00,WADI_SAQRA_01,DET-W04,West,4,right_only,1,1.6,68.2,0.0,26.3
2026-04-13 00:15:00,WADI_SAQRA_01,DET-W05,West,5,u_turn,0,2.0,58.9,0.0,26.3
2026-04-13 00:30:00,WADI_SAQRA_01,DET-N01,North,1,left_only,2,0.9,44.2,0.0,34.2
2026-04-13 00:30:00,WADI_SAQRA_01,DET-N02,North,2,left_straight,2,1.5,70.4,0.0,34.2
2026-04-13 00:30:00,WADI_SAQRA_01,DET-N03,North,3,straight,2,2.5,41.6,0.0,34.2
2026-04-13 00:30:00,WADI_SAQRA_01,DET-N04,North,4,straight,2,2.4,60.8,0.0,34.2
2026-04-13 00:30:00,WADI_SAQRA_01,DET-N05,North,5,straight_right,5,4.7,45.3,0.0,34.2
2026-04-13 00:30:00,WADI_SAQRA_01,DET-N06,North,6,right_only,2,2.9,58.1,0.0,34.2
2026-04-13 00:30:00,WADI_SAQRA_01,DET-S01,South,1,left_only,0,2.3,54.9,0.0,34.2
2026-04-13 00:30:00,WADI_SAQRA_01,DET-S02,South,2,left_straight,3,5.4,59.1,0.0,34.2
2026-04-13 00:30:00,WADI_SAQRA_01,DET-S03,South,3,straight,3,7.2,56.1,0.0,34.2
2026-04-13 00:30:00,WADI_SAQRA_01,DET-S04,South,4,straight,2,2.1,66.1,0.0,34.2
2026-04-13 00:30:00,WADI_SAQRA_01,DET-S05,South,5,straight_right,3,3.9,63.8,0.0,34.2
2026-04-13 00:30:00,WADI_SAQRA_01,DET-S06,South,6,right_only,0,-3.5,56.6,0.0,34.2
2026-04-13 00:30:00,WADI_SAQRA_01,DET-E01,East,1,left_straight,2,0.7,61.2,0.0,34.2
2026-04-13 00:30:00,WADI_SAQRA_01,DET-E02,East,2,straight,3,0.9,58.3,0.0,34.2
2026-04-13 00:30:00,WADI_SAQRA_01,DET-E03,East,3,straight_right,2,-1.1,57.8,0.0,34.2
2026-04-13 00:30:00,WADI_SAQRA_01,DET-E04,East,4,right_only,1,-0.5,58.4,0.0,34.2
2026-04-13 00:30:00,WADI_SAQRA_01,DET-E05,East,5,u_turn,1,-0.2,57.4,0.0,34.2
2026-04-13 00:30:00,WADI_SAQRA_01,DET-W01,West,1,left_straight,3,1.4,57.2,0.0,34.2
2026-04-13 00:30:00,WADI_SAQRA_01,DET-W02,West,2,straight,2,6.4,39.3,0.0,34.2
2026-04-13 00:30:00,WADI_SAQRA_01,DET-W03,West,3,straight_right,3,2.2,53.4,0.0,34.2
2026-04-13 00:30:00,WADI_SAQRA_01,DET-W04,West,4,right_only,3,2.8,72.1,0.0,34.2
2026-04-13 00:30:00,WADI_SAQRA_01,DET-W05,West,5,u_turn,0,0.7,50.3,0.0,34.2
2026-04-13 00:45:00,WADI_SAQRA_01,DET-N01,North,1,left_only,1,1.4,37.4,0.0,25.4
2026-04-13 00:45:00,WADI_SAQRA_01,DET-N02,North,2,left_straight,5,4.4,68.1,0.0,25.4
2026-04-13 00:45:00,WADI_SAQRA_01,DET-N03,North,3,straight,1,1.5,79.5,0.0,25.4
2026-04-13 00:45:00,WADI_SAQRA_01,DET-N04,North,4,straight,1,-2.0,49.8,0.0,25.4
2026-04-13 00:45:00,WADI_SAQRA_01,DET-N05,North,5,straight_right,3,4.2,64.5,0.0,25.4
2026-04-13 00:45:00,WADI_SAQRA_01,DET-N06,North,6,right_only,1,-2.3,50.7,0.0,25.4
2026-04-13 00:45:00,WADI_SAQRA_01,DET-S01,South,1,left_only,3,3.8,38.5,0.0,25.4
2026-04-13 00:45:00,WADI_SAQRA_01,DET-S02,South,2,left_straight,2,4.7,71.2,0.0,25.4
2026-04-13 00:45:00,WADI_SAQRA_01,DET-S03,South,3,straight,4,4.4,44.3,0.0,25.4
2026-04-13 00:45:00,WADI_SAQRA_01,DET-S04,South,4,straight,1,1.0,58.2,0.0,25.4
2026-04-13 00:45:00,WADI_SAQRA_01,DET-S05,South,5,straight_right,3,1.9,45.0,0.0,25.4
2026-04-13 00:45:00,WADI_SAQRA_01,DET-S06,South,6,right_only,0,-2.3,59.3,0.0,25.4
2026-04-13 00:45:00,WADI_SAQRA_01,DET-E01,East,1,left_straight,0,-0.7,57.8,0.0,25.4
2026-04-13 00:45:00,WADI_SAQRA_01,DET-E02,East,2,straight,4,3.9,62.2,0.0,25.4
2026-04-13 00:45:00,WADI_SAQRA_01,DET-E03,East,3,straight_right,1,-0.5,48.8,0.0,25.4
2026-04-13 00:45:00,WADI_SAQRA_01,DET-E04,East,4,right_only,3,4.8,58.1,0.0,25.4
2026-04-13 00:45:00,WADI_SAQRA_01,DET-E05,East,5,u_turn,4,3.7,59.2,0.0,25.4
2026-04-13 00:45:00,WADI_SAQRA_01,DET-W01,West,1,left_straight,2,1.5,72.7,0.0,25.4
2026-04-13 00:45:00,WADI_SAQRA_01,DET-W02,West,2,straight,4,1.0,51.0,0.0,25.4
2026-04-13 00:45:00,WADI_SAQRA_01,DET-W03,West,3,straight_right,2,3.5,43.4,0.0,25.4
2026-04-13 00:45:00,WADI_SAQRA_01,DET-W04,West,4,right_only,0,-3.8,53.6,0.0,25.4
2026-04-13 00:45:00,WADI_SAQRA_01,DET-W05,West,5,u_turn,0,0.7,48.0,0.0,25.4
2026-04-13 01:00:00,WADI_SAQRA_01,DET-N01,North,1,left_only,2,2.6,62.1,0.0,37.0
2026-04-13 01:00:00,WADI_SAQRA_01,DET-N02,North,2,left_straight,3,2.5,65.0,0.0,37.0
2026-04-13 01:00:00,WADI_SAQRA_01,DET-N03,North,3,straight,3,1.5,50.0,0.0,37.0
2026-04-13 01:00:00,WADI_SAQRA_01,DET-N04,North,4,straight,2,-2.4,55.5,0.0,37.0
2026-04-13 01:00:00,WADI_SAQRA_01,DET-N05,North,5,straight_right,3,2.1,48.5,0.0,37.0
2026-04-13 01:00:00,WADI_SAQRA_01,DET-N06,North,6,right_only,2,5.3,54.5,0.0,37.0
2026-04-13 01:00:00,WADI_SAQRA_01,DET-S01,South,1,left_only,1,-0.2,53.6,0.0,37.0
2026-04-13 01:00:00,WADI_SAQRA_01,DET-S02,South,2,left_straight,0,-0.3,54.7,0.0,37.0
2026-04-13 01:00:00,WADI_SAQRA_01,DET-S03,South,3,straight,6,7.6,62.5,0.0,37.0
2026-04-13 01:00:00,WADI_SAQRA_01,DET-S04,South,4,straight,2,3.2,45.1,0.0,37.0
2026-04-13 01:00:00,WADI_SAQRA_01,DET-S05,South,5,straight_right,3,3.7,48.1,0.0,37.0
2026-04-13 01:00:00,WADI_SAQRA_01,DET-S06,South,6,right_only,4,4.9,39.0,0.0,37.0
2026-04-13 01:00:00,WADI_SAQRA_01,DET-E01,East,1,left_straight,2,1.1,54.2,0.0,37.0
2026-04-13 01:00:00,WADI_SAQRA_01,DET-E02,East,2,straight,3,3.6,37.9,0.0,37.0
2026-04-13 01:00:00,WADI_SAQRA_01,DET-E03,East,3,straight_right,0,1.5,64.6,0.0,37.0
2026-04-13 01:00:00,WADI_SAQRA_01,DET-E04,East,4,right_only,3,6.5,37.8,0.0,37.0
2026-04-13 01:00:00,WADI_SAQRA_01,DET-E05,East,5,u_turn,1,-2.9,67.1,0.0,37.0
2026-04-13 01:00:00,WADI_SAQRA_01,DET-W01,West,1,left_straight,2,-0.4,70.3,0.0,37.0
2026-04-13 01:00:00,WADI_SAQRA_01,DET-W02,West,2,straight,3,-0.9,56.5,0.0,37.0
2026-04-13 01:00:00,WADI_SAQRA_01,DET-W03,West,3,straight_right,1,1.2,50.5,0.0,37.0
2026-04-13 01:00:00,WADI_SAQRA_01,DET-W04,West,4,right_only,2,-0.9,56.7,0.0,37.0
2026-04-13 01:00:00,WADI_SAQRA_01,DET-W05,West,5,u_turn,2,0.2,55.9,0.0,37.0
2026-04-13 01:15:00,WADI_SAQRA_01,DET-N01,North,1,left_only,2,2.1,46.6,0.0,25.6
2026-04-13 01:15:00,WADI_SAQRA_01,DET-N02,North,2,left_straight,5,6.3,52.9,0.0,25.6
2026-04-13 01:15:00,WADI_SAQRA_01,DET-N03,North,3,straight,2,0.3,64.0,0.0,25.6
2026-04-13 01:15:00,WADI_SAQRA_01,DET-N04,North,4,straight,3,3.8,52.7,0.0,25.6
2026-04-13 01:15:00,WADI_SAQRA_01,DET-N05,North,5,straight_right,3,2.6,60.3,0.0,25.6
2026-04-13 01:15:00,WADI_SAQRA_01,DET-N06,North,6,right_only,1,2.6,59.6,0.0,25.6
2026-04-13 01:15:00,WADI_SAQRA_01,DET-S01,South,1,left_only,1,-0.8,46.7,0.0,25.6
2026-04-13 01:15:00,WADI_SAQRA_01,DET-S02,South,2,left_straight,1,-1.0,61.1,0.0,25.6
2026-04-13 01:15:00,WADI_SAQRA_01,DET-S03,South,3,straight,3,6.0,72.4,0.0,25.6
2026-04-13 01:15:00,WADI_SAQRA_01,DET-S04,South,4,straight,3,-0.2,51.1,0.0,25.6
2026-04-13 01:15:00,WADI_SAQRA_01,DET-S05,South,5,straight_right,2,-1.1,52.2,0.0,25.6
2026-04-13 01:15:00,WADI_SAQRA_01,DET-S06,South,6,right_only,1,0.0,48.1,0.0,25.6
2026-04-13 01:15:00,WADI_SAQRA_01,DET-E01,East,1,left_straight,1,4.5,52.9,0.0,25.6
2026-04-13 01:15:00,WADI_SAQRA_01,DET-E02,East,2,straight,1,0.2,61.8,0.0,25.6
2026-04-13 01:15:00,WADI_SAQRA_01,DET-E03,East,3,straight_right,1,1.9,60.0,0.0,25.6
2026-04-13 01:15:00,WADI_SAQRA_01,DET-E04,East,4,right_only,2,4.7,49.8,0.0,25.6
2026-04-13 01:15:00,WADI_SAQRA_01,DET-E05,East,5,u_turn,1,-0.6,51.0,0.0,25.6
2026-04-13 01:15:00,WADI_SAQRA_01,DET-W01,West,1,left_straight,3,4.5,54.2,0.0,25.6
2026-04-13 01:15:00,WADI_SAQRA_01,DET-W02,West,2,straight,0,1.1,49.2,0.0,25.6
2026-04-13 01:15:00,WADI_SAQRA_01,DET-W03,West,3,straight_right,0,-1.3,56.2,0.0,25.6
2026-04-13 01:15:00,WADI_SAQRA_01,DET-W04,West,4,right_only,0,0.7,55.6,0.0,25.6
2026-04-13 01:15:00,WADI_SAQRA_01,DET-W05,West,5,u_turn,0,2.1,59.1,0.0,25.6
2026-04-13 01:30:00,WADI_SAQRA_01,DET-N01,North,1,left_only,2,-1.1,51.5,0.0,27.4
2026-04-13 01:30:00,WADI_SAQRA_01,DET-N02,North,2,left_straight,1,1.1,55.9,0.0,27.4
2026-04-13 01:30:00,WADI_SAQRA_01,DET-N03,North,3,straight,3,5.1,56.0,0.0,27.4
2026-04-13 01:30:00,WADI_SAQRA_01,DET-N04,North,4,straight,2,-0.5,60.0,0.0,27.4
2026-04-13 01:30:00,WADI_SAQRA_01,DET-N05,North,5,straight_right,3,5.8,48.2,0.0,27.4
2026-04-13 01:30:00,WADI_SAQRA_01,DET-N06,North,6,right_only,1,0.8,53.5,0.0,27.4
2026-04-13 01:30:00,WADI_SAQRA_01,DET-S01,South,1,left_only,1,-2.5,60.8,0.0,27.4
2026-04-13 01:30:00,WADI_SAQRA_01,DET-S02,South,2,left_straight,3,5.1,72.2,0.0,27.4
2026-04-13 01:30:00,WADI_SAQRA_01,DET-S03,South,3,straight,2,1.8,54.3,0.0,27.4
2026-04-13 01:30:00,WADI_SAQRA_01,DET-S04,South,4,straight,6,2.2,58.1,0.0,27.4
2026-04-13 01:30:00,WADI_SAQRA_01,DET-S05,South,5,straight_right,0,-5.2,38.0,0.0,27.4
2026-04-13 01:30:00,WADI_SAQRA_01,DET-S06,South,6,right_only,0,2.1,47.3,0.0,27.4
2026-04-13 01:30:00,WADI_SAQRA_01,DET-E01,East,1,left_straight,1,-1.4,59.1,0.0,27.4
2026-04-13 01:30:00,WADI_SAQRA_01,DET-E02,East,2,straight,0,2.6,46.3,0.0,27.4
2026-04-13 01:30:00,WADI_SAQRA_01,DET-E03,East,3,straight_right,1,1.2,54.4,0.0,27.4
2026-04-13 01:30:00,WADI_SAQRA_01,DET-E04,East,4,right_only,3,3.1,44.5,0.0,27.4
2026-04-13 01:30:00,WADI_SAQRA_01,DET-E05,East,5,u_turn,0,-1.1,60.0,0.0,27.4
2026-04-13 01:30:00,WADI_SAQRA_01,DET-W01,West,1,left_straight,2,1.7,61.2,0.0,27.4
2026-04-13 01:30:00,WADI_SAQRA_01,DET-W02,West,2,straight,1,0.7,55.6,0.0,27.4
2026-04-13 01:30:00,WADI_SAQRA_01,DET-W03,West,3,straight_right,4,3.6,51.4,0.0,27.4
2026-04-13 01:30:00,WADI_SAQRA_01,DET-W04,West,4,right_only,0,1.4,49.5,0.0,27.4
2026-04-13 01:30:00,WADI_SAQRA_01,DET-W05,West,5,u_turn,0,-3.8,62.5,0.0,27.4
2026-04-13 01:45:00,WADI_SAQRA_01,DET-N01,North,1,left_only,3,0.2,53.6,0.0,33.1
2026-04-13 01:45:00,WADI_SAQRA_01,DET-N02,North,2,left_straight,2,-0.1,64.9,0.0,33.1
2026-04-13 01:45:00,WADI_SAQRA_01,DET-N03,North,3,straight,5,0.8,42.6,0.0,33.1
2026-04-13 01:45:00,WADI_SAQRA_01,DET-N04,North,4,straight,4,1.2,51.1,0.0,33.1
2026-04-13 01:45:00,WADI_SAQRA_01,DET-N05,North,5,straight_right,3,4.2,52.4,0.0,33.1
2026-04-13 01:45:00,WADI_SAQRA_01,DET-N06,North,6,right_only,1,-0.6,64.5,0.0,33.1
2026-04-13 01:45:00,WADI_SAQRA_01,DET-S01,South,1,left_only,1,1.6,50.1,0.0,33.1
2026-04-13 01:45:00,WADI_SAQRA_01,DET-S02,South,2,left_straight,2,1.6,52.9,0.0,33.1
2026-04-13 01:45:00,WADI_SAQRA_01,DET-S03,South,3,straight,1,2.5,65.5,0.0,33.1
2026-04-13 01:45:00,WADI_SAQRA_01,DET-S04,South,4,straight,3,4.3,60.9,0.0,33.1
2026-04-13 01:45:00,WADI_SAQRA_01,DET-S05,South,5,straight_right,4,4.4,55.9,0.0,33.1
2026-04-13 01:45:00,WADI_SAQRA_01,DET-S06,South,6,right_only,2,2.0,46.4,0.0,33.1
2026-04-13 01:45:00,WADI_SAQRA_01,DET-E01,East,1,left_straight,2,-1.9,54.2,0.0,33.1
2026-04-13 01:45:00,WADI_SAQRA_01,DET-E02,East,2,straight,3,5.3,55.4,0.0,33.1
2026-04-13 01:45:00,WADI_SAQRA_01,DET-E03,East,3,straight_right,3,2.8,46.0,0.0,33.1
2026-04-13 01:45:00,WADI_SAQRA_01,DET-E04,East,4,right_only,0,-1.9,43.3,0.0,33.1
2026-04-13 01:45:00,WADI_SAQRA_01,DET-E05,East,5,u_turn,1,0.5,58.8,0.0,33.1
2026-04-13 01:45:00,WADI_SAQRA_01,DET-W01,West,1,left_straight,2,4.0,62.7,0.0,33.1
2026-04-13 01:45:00,WADI_SAQRA_01,DET-W02,West,2,straight,1,0.4,49.9,0.0,33.1
2026-04-13 01:45:00,WADI_SAQRA_01,DET-W03,West,3,straight_right,0,1.4,63.7,0.0,33.1
2026-04-13 01:45:00,WADI_SAQRA_01,DET-W04,West,4,right_only,1,-0.0,62.9,0.0,33.1
2026-04-13 01:45:00,WADI_SAQRA_01,DET-W05,West,5,u_turn,0,0.4,55.3,0.0,33.1
2026-04-13 02:00:00,WADI_SAQRA_01,DET-N01,North,1,left_only,3,2.3,53.5,0.0,32.8
2026-04-13 02:00:00,WADI_SAQRA_01,DET-N02,North,2,left_straight,2,0.9,43.7,0.0,32.8
2026-04-13 02:00:00,WADI_SAQRA_01,DET-N03,North,3,straight,5,6.8,60.6,0.0,32.8
2026-04-13 02:00:00,WADI_SAQRA_01,DET-N04,North,4,straight,1,5.1,70.0,0.0,32.8
2026-04-13 02:00:00,WADI_SAQRA_01,DET-N05,North,5,straight_right,3,1.0,47.3,0.0,32.8
2026-04-13 02:00:00,WADI_SAQRA_01,DET-N06,North,6,right_only,2,0.1,53.9,0.0,32.8
2026-04-13 02:00:00,WADI_SAQRA_01,DET-S01,South,1,left_only,3,-0.2,70.2,0.0,32.8
2026-04-13 02:00:00,WADI_SAQRA_01,DET-S02,South,2,left_straight,4,1.3,42.9,0.0,32.8
2026-04-13 02:00:00,WADI_SAQRA_01,DET-S03,South,3,straight,2,-0.2,52.1,0.0,32.8
2026-04-13 02:00:00,WADI_SAQRA_01,DET-S04,South,4,straight,0,-0.5,68.6,0.0,32.8
2026-04-13 02:00:00,WADI_SAQRA_01,DET-S05,South,5,straight_right,1,0.4,42.3,0.0,32.8
2026-04-13 02:00:00,WADI_SAQRA_01,DET-S06,South,6,right_only,2,1.4,69.7,0.0,32.8
2026-04-13 02:00:00,WADI_SAQRA_01,DET-E01,East,1,left_straight,2,1.2,58.6,0.0,32.8
2026-04-13 02:00:00,WADI_SAQRA_01,DET-E02,East,2,straight,1,-1.7,56.6,0.0,32.8
2026-04-13 02:00:00,WADI_SAQRA_01,DET-E03,East,3,straight_right,2,2.2,57.2,0.0,32.8
2026-04-13 02:00:00,WADI_SAQRA_01,DET-E04,East,4,right_only,0,0.8,68.1,0.0,32.8
2026-04-13 02:00:00,WADI_SAQRA_01,DET-E05,East,5,u_turn,0,3.5,52.3,0.0,32.8
2026-04-13 02:00:00,WADI_SAQRA_01,DET-W01,West,1,left_straight,0,4.9,55.4,0.0,32.8
2026-04-13 02:00:00,WADI_SAQRA_01,DET-W02,West,2,straight,4,5.4,40.8,0.0,32.8
2026-04-13 02:00:00,WADI_SAQRA_01,DET-W03,West,3,straight_right,2,0.8,43.5,0.0,32.8
2026-04-13 02:00:00,WADI_SAQRA_01,DET-W04,West,4,right_only,0,0.2,58.9,0.0,32.8
2026-04-13 02:00:00,WADI_SAQRA_01,DET-W05,West,5,u_turn,0,-0.6,47.8,0.0,32.8
2026-04-13 02:15:00,WADI_SAQRA_01,DET-N01,North,1,left_only,0,-0.4,54.0,0.0,29.6
2026-04-13 02:15:00,WADI_SAQRA_01,DET-N02,North,2,left_straight,1,0.5,48.1,0.0,29.6
2026-04-13 02:15:00,WADI_SAQRA_01,DET-N03,North,3,straight,3,3.9,55.6,0.0,29.6
2026-04-13 02:15:00,WADI_SAQRA_01,DET-N04,North,4,straight,4,0.5,51.2,0.0,29.6
2026-04-13 02:15:00,WADI_SAQRA_01,DET-N05,North,5,straight_right,3,4.1,41.4,0.0,29.6
2026-04-13 02:15:00,WADI_SAQRA_01,DET-N06,North,6,right_only,1,3.4,52.8,0.0,29.6
2026-04-13 02:15:00,WADI_SAQRA_01,DET-S01,South,1,left_only,1,1.9,56.2,0.0,29.6
2026-04-13 02:15:00,WADI_SAQRA_01,DET-S02,South,2,left_straight,3,3.0,55.4,0.0,29.6
2026-04-13 02:15:00,WADI_SAQRA_01,DET-S03,South,3,straight,1,0.6,64.2,0.0,29.6
2026-04-13 02:15:00,WADI_SAQRA_01,DET-S04,South,4,straight,2,1.6,50.3,0.0,29.6
2026-04-13 02:15:00,WADI_SAQRA_01,DET-S05,South,5,straight_right,4,2.1,61.5,0.0,29.6
2026-04-13 02:15:00,WADI_SAQRA_01,DET-S06,South,6,right_only,0,-2.1,55.8,0.0,29.6
2026-04-13 02:15:00,WADI_SAQRA_01,DET-E01,East,1,left_straight,2,2.5,62.7,0.0,29.6
2026-04-13 02:15:00,WADI_SAQRA_01,DET-E02,East,2,straight,1,1.8,46.9,0.0,29.6
2026-04-13 02:15:00,WADI_SAQRA_01,DET-E03,East,3,straight_right,4,5.1,58.5,0.0,29.6
2026-04-13 02:15:00,WADI_SAQRA_01,DET-E04,East,4,right_only,1,-0.6,51.6,0.0,29.6
2026-04-13 02:15:00,WADI_SAQRA_01,DET-E05,East,5,u_turn,1,0.9,55.2,0.0,29.6
2026-04-13 02:15:00,WADI_SAQRA_01,DET-W01,West,1,left_straight,0,0.4,48.7,0.0,29.6
2026-04-13 02:15:00,WADI_SAQRA_01,DET-W02,West,2,straight,0,-0.3,39.3,0.0,29.6
2026-04-13 02:15:00,WADI_SAQRA_01,DET-W03,West,3,straight_right,3,4.6,53.8,0.0,29.6
2026-04-13 02:15:00,WADI_SAQRA_01,DET-W04,West,4,right_only,0,-1.9,53.0,0.0,29.6
2026-04-13 02:15:00,WADI_SAQRA_01,DET-W05,West,5,u_turn,0,0.4,59.5,0.0,29.6
2026-04-13 02:30:00,WADI_SAQRA_01,DET-N01,North,1,left_only,2,2.6,63.0,0.0,24.5
2026-04-13 02:30:00,WADI_SAQRA_01,DET-N02,North,2,left_straight,2,0.5,50.5,0.0,24.5
2026-04-13 02:30:00,WADI_SAQRA_01,DET-N03,North,3,straight,3,6.0,51.6,0.0,24.5
2026-04-13 02:30:00,WADI_SAQRA_01,DET-N04,North,4,straight,1,-0.8,37.4,0.0,24.5
2026-04-13 02:30:00,WADI_SAQRA_01,DET-N05,North,5,straight_right,3,0.1,44.3,0.0,24.5
2026-04-13 02:30:00,WADI_SAQRA_01,DET-N06,North,6,right_only,0,-2.2,58.7,0.0,24.5
2026-04-13 02:30:00,WADI_SAQRA_01,DET-S01,South,1,left_only,0,-3.5,55.6,0.0,24.5
2026-04-13 02:30:00,WADI_SAQRA_01,DET-S02,South,2,left_straight,2,2.8,60.1,0.0,24.5
2026-04-13 02:30:00,WADI_SAQRA_01,DET-S03,South,3,straight,3,0.3,53.2,0.0,24.5
2026-04-13 02:30:00,WADI_SAQRA_01,DET-S04,South,4,straight,3,1.7,42.7,0.0,24.5
2026-04-13 02:30:00,WADI_SAQRA_01,DET-S05,South,5,straight_right,4,3.0,50.9,0.0,24.5
2026-04-13 02:30:00,WADI_SAQRA_01,DET-S06,South,6,right_only,1,3.0,56.3,0.0,24.5
2026-04-13 02:30:00,WADI_SAQRA_01,DET-E01,East,1,left_straight,1,2.3,71.4,0.0,24.5
2026-04-13 02:30:00,WADI_SAQRA_01,DET-E02,East,2,straight,4,5.1,45.2,0.0,24.5
2026-04-13 02:30:00,WADI_SAQRA_01,DET-E03,East,3,straight_right,7,4.3,51.2,0.0,24.5
2026-04-13 02:30:00,WADI_SAQRA_01,DET-E04,East,4,right_only,0,3.3,57.6,0.0,24.5
2026-04-13 02:30:00,WADI_SAQRA_01,DET-E05,East,5,u_turn,0,0.5,58.6,0.0,24.5
2026-04-13 02:30:00,WADI_SAQRA_01,DET-W01,West,1,left_straight,1,-1.5,48.4,0.0,24.5
2026-04-13 02:30:00,WADI_SAQRA_01,DET-W02,West,2,straight,1,1.0,50.0,0.0,24.5
2026-04-13 02:30:00,WADI_SAQRA_01,DET-W03,West,3,straight_right,3,1.0,40.3,0.0,24.5
2026-04-13 02:30:00,WADI_SAQRA_01,DET-W04,West,4,right_only,0,2.7,49.6,0.0,24.5
