Population (in K),Carpool (%),Toll ($),day,time in mins,Toll lane speed in km/h, Reg Lane 1  speed,Reg Lane 2 speed,Reg Lane 3 speed, all reg lane avg speed,carpool Lane speed, Toll lane cars num,Reg Lane 1 cars num,Reg Lane 2 cars num,Reg Lane 3 cars num, All Reg Lane cars num, carpool Lane cars num 
15,20,2,1,5.5,100.008,100.008,100.008,100.008,100.008,93.8381,0,1,1,0,2,1
15,20,2,1,5.6,100.008,100.008,100.008,100.008,100.008,93.8381,0,3,0,0,3,1
15,20,2,1,5.7,100.008,95.4478,100.008,100.008,98.4879,92.319,0,7,0,0,7,3
15,20,2,1,5.8,100.008,95.0585,100.008,100.008,98.3582,93.5276,0,22,1,0,23,6
15,20,2,1,5.9,100.008,95.5529,100.008,100.008,98.523,94.5838,0,41,2,0,43,11
15,20,2,1,6,100.008,96.6721,100.008,92.1509,96.277,93.8756,0,66,1,1,68,25
15,20,2,1,6.1,100.008,96.5468,99.5131,100.008,98.6893,94.3031,0,122,20,2,144,36
15,20,2,1,6.2,100.008,96.0225,99.5285,89.0084,94.8531,92.2363,0,217,43,1,261,71
15,20,2,1,6.3,100.008,95.2089,98.3423,98.5269,97.3594,86.5395,0,318,98,21,437,128
15,20,2,1,6.4,100.008,94.5677,98.0788,98.6904,97.1123,82.6903,0,447,199,47,693,193
15,20,2,1,6.5,100.008,92.7706,96.977,97.3107,95.6861,78.8157,0,564,324,167,1055,304
15,20,2,1,6.6,100.008,89.8828,95.8802,95.9976,93.9202,79.6131,0,712,562,313,1587,456
15,20,2,1,6.7,100.008,85.8875,93.3427,94.0968,91.109,78.3185,0,914,806,561,2281,650
15,20,2,1,6.8,100.008,81.9053,88.9758,87.8835,86.2548,76.6039,0,1141,1074,860,3075,874
15,20,2,1,6.9,100.008,80.7739,85.941,85.7538,84.1562,77.2191,0,1313,1328,1155,3796,1146
15,20,2,1,7,100.008,78.2513,83.499,83.1101,81.6201,75.5386,0,1527,1517,1388,4432,1365
15,20,2,1,7.1,100.008,76.6323,82.5823,81.2453,80.1533,71.5713,0,1665,1668,1638,4971,1597
15,20,2,1,7.2,100.008,76.2969,80.9749,79.3988,78.8902,70.8388,0,1789,1781,1825,5395,1743
15,20,2,1,7.3,100.008,73.6908,79.9962,79.0609,77.5827,71.7094,0,1924,1876,1899,5699,1850
15,20,2,1,7.4,100.008,72.806,78.6892,76.077,75.8574,69.4227,1,2008,1960,2026,5994,1896
15,20,2,1,7.5,100.008,72.9106,78.1975,74.7798,75.296,71.8125,2,2047,2012,2098,6157,1913
15,20,2,1,7.6,100.008,73.2643,75.8693,73.8168,74.3168,71.0787,2,2080,2084,2116,6280,1772
15,20,2,1,7.7,100.008,73.2267,76.2088,72.5295,73.9883,70.4415,2,2025,2011,2099,6135,1652
15,20,2,1,7.8,100.008,72.4639,74.4354,72.1963,73.0319,67.9354,2,1899,1872,1877,5648,1444
15,20,2,1,7.9,100.008,71.3031,74.5145,69.7299,71.8492,63.2181,1,1761,1656,1645,5062,1247
15,20,2,1,8,100.008,67.3007,72.3027,66.3907,68.6647,60.6431,0,1573,1428,1378,4379,1014
15,20,2,1,8.1,100.008,63.9105,66.0773,60.1899,63.3926,73.9001,0,1368,1146,1135,3649,772
15,20,2,1,8.2,100.008,58.1464,53.1991,46.5433,52.6296,79.4462,0,1111,930,886,2927,514
15,20,2,1,8.3,91.851,56.2726,45.2098,40.2314,47.238,84.8864,5,852,667,636,2155,306
15,20,2,1,8.4,93.4862,69.8249,57.719,37.8949,55.1463,86.2362,7,561,417,411,1389,153
15,20,2,1,8.5,93.4862,91.3266,96.1478,98.7207,95.3984,90.4102,7,269,181,159,609,80
15,20,2,1,8.6,92.793,90.7264,97.6392,100.008,96.1245,89.4219,7,80,22,0,102,55
15,20,2,1,8.7,87.6425,86.6465,100.008,100.008,95.5542,90.7934,7,40,1,0,41,15
15,20,2,1,8.8,80.1296,93.1135,100.008,100.008,97.7098,83.4506,4,14,1,0,15,9
15,20,2,1,8.9,100.008,93.1218,100.008,100.008,97.7126,100.008,4,7,0,0,7,9
15,20,2,1,9,100.008,90.8263,100.008,100.008,96.9474,100.008,0,4,0,0,4,2
15,20,2,1,9.1,100.008,100.008,100.008,100.008,100.008,100.008,0,3,0,0,3,1
15,20,3,1,5.2,100.008,100.008,100.008,100.008,100.008,100.008,0,1,0,0,1,0
15,20,3,1,5.3,100.008,100.008,100.008,100.008,100.008,100.008,0,1,0,0,1,0
15,20,3,1,5.4,100.008,97.9514,100.008,100.008,99.3225,100.008,0,3,0,0,3,0
15,20,3,1,5.5,100.008,98.774,100.008,100.008,99.5967,83.111,0,5,0,0,5,1
15,20,3,1,5.6,100.008,97.4979,100.008,100.008,99.1713,87.5354,0,8,0,0,8,3
15,20,3,1,5.7,100.008,97.6468,100.008,100.008,99.2209,90.5261,0,13,1,0,14,6
15,20,3,1,5.8,100.008,96.81,100.008,100.008,98.942,94.1873,0,31,0,0,31,12
15,20,3,1,5.9,100.008,96.6591,99.2463,100.008,98.6378,95.4436,0,57,4,0,61,23
15,20,3,1,6,100.008,96.9108,97.7353,100.008,98.218,95.0328,0,92,12,2,106,41
15,20,3,1,6.1,100.008,95.8077,98.893,97.7594,97.4867,93.0659,0,167,44,7,218,72
15,20,3,1,6.2,100.008,95.0344,98.7175,98.1433,97.2984,88.6112,0,282,92,25,399,120
15,20,3,1,6.3,100.008,94.7069,98.4289,98.9157,97.3505,86.2672,0,404,182,40,626,177
15,20,3,1,6.4,100.008,92.8999,97.096,98.0341,96.01,83.0372,0,535,309,103,947,267
15,20,3,1,6.5,100.008,90.7369,96.0245,96.0562,94.2725,79.5969,0,657,509,275,1441,401
15,20,3,1,6.6,100.008,87.9279,92.6609,93.0067,91.1985,76.869,0,881,750,494,2125,593
15,20,3,1,6.7,100.008,84.1464,90.4229,89.6256,88.065,75.0635,0,1076,991,800,2867,804
15,20,3,1,6.8,100.008,79.2628,87.4252,85.6246,84.1042,75.0777,0,1302,1238,1068,3608,1009
15,20,3,1,6.9,100.008,77.2408,85.3755,83.7612,82.1258,73.6301,0,1494,1432,1333,4259,1195
15,20,3,1,7,100.008,76.1983,82.7212,83.1118,80.6771,73.1275,0,1636,1640,1568,4844,1477
15,20,3,1,7.1,100.008,75.0235,81.9755,81.8139,79.6043,72.0953,0,1787,1752,1717,5256,1727
15,20,3,1,7.2,100.008,73.5222,80.562,80.7989,78.2944,71.3651,0,1895,1861,1858,5614,1884
15,20,3,1,7.3,100.008,72.5962,78.8638,78.8705,76.7768,69.3092,0,2014,1943,1958,5915,2011
15,20,3,1,7.4,100.008,72.7809,77.9511,76.2485,75.6602,71.861,0,2061,2012,2060,6133,1949
15,20,3,1,7.5,100.008,72.8421,76.7773,73.8151,74.4782,70.8231,0,2085,2048,2116,6249,1833
15,20,3,1,7.6,100.008,71.2856,74.9925,73.3439,73.2073,68.8052,0,2111,2075,2124,6310,1688
15,20,3,1,7.7,100.008,70.7319,75.9963,72.3045,73.0109,69.554,0,1983,1901,1939,5823,1501
15,20,3,1,7.8,100.008,69.5506,74.9371,70.6414,71.7097,65.8695,0,1820,1694,1704,5218,1297
15,20,3,1,7.9,100.008,68.4886,71.6587,66.7273,68.9582,69.5885,0,1639,1465,1466,4570,1076
15,20,3,1,8,100.008,65.1741,65.8666,60.688,63.9096,71.9412,0,1434,1208,1204,3846,832
15,20,3,1,8.1,99.0459,59.9129,57.0507,49.4096,55.4577,70.8798,2,1180,987,964,3131,588
15,20,3,1,8.2,94.6924,54.5055,47.0761,38.7844,46.7887,80.257,11,912,739,710,2361,417
15,20,3,1,8.3,92.9094,64.3248,48.2239,37.5122,50.0203,79.1523,16,636,479,469,1584,183
15,20,3,1,8.4,88.6866,93.2673,98.3984,100.008,97.2246,79.0733,16,348,242,224,814,82
15,20,3,1,8.5,86.5466,91.5476,94.9711,100.008,95.5089,87.2868,16,88,20,2,110,70
15,20,3,1,8.6,84.761,93.2137,100.008,100.008,97.7432,87.7225,16,48,4,0,52,19
15,20,3,1,8.7,80.1297,91.9324,100.008,100.008,97.3161,90.9133,14,21,2,0,23,15
15,20,3,1,8.8,100.008,95.1908,100.008,100.008,98.4023,95.161,5,14,0,0,14,5
15,20,3,1,8.9,100.008,94.1955,100.008,100.008,98.0705,95.7128,0,6,0,0,6,3
15,20,3,1,9,100.008,96.5378,100.008,100.008,98.8513,100.008,0,4,0,0,4,1
15,20,3,1,9.1,100.008,94.8027,100.008,100.008,98.2729,100.008,0,3,0,0,3,0
15,20,3,1,9.2,100.008,100.008,100.008,100.008,100.008,100.008,0,2,0,0,2,0
15,20,4,1,5.5,100.008,100.008,100.008,100.008,100.008,100.008,0,1,0,0,1,0
15,20,4,1,5.6,100.008,97.9514,100.008,100.008,99.3225,100.008,0,3,0,0,3,0
15,20,4,1,5.7,100.008,94.5664,100.008,100.008,98.1941,94.3757,0,7,0,0,7,3
15,20,4,1,5.8,100.008,95.0609,100.008,100.008,98.359,93.2492,0,13,0,0,13,5
15,20,4,1,5.9,100.008,95.7289,91.7298,100.008,95.8222,95.0134,0,32,1,0,33,9
15,20,4,1,6,100.008,96.3732,100.008,83.3663,93.2492,92.5529,0,62,8,1,71,21
15,20,4,1,6.1,100.008,96.2929,99.6025,98.5377,98.1443,93.3972,0,128,18,3,149,31
15,20,4,1,6.2,100.008,96.1423,97.8443,98.8937,97.6268,93.1137,0,206,42,6,254,67
15,20,4,1,6.3,100.008,95.4261,98.2751,99.7858,97.829,90.4014,0,309,101,20,430,122
15,20,4,1,6.4,100.008,94.6028,98.4118,98.2009,97.0719,88.346,0,453,198,45,696,181
15,20,4,1,6.5,100.008,92.6933,97.9617,96.813,95.8227,83.8376,0,579,356,144,1079,286
15,20,4,1,6.6,100.008,90.253,95.4776,96.571,94.1005,80.5075,0,734,555,299,1588,423
15,20,4,1,6.7,100.008,86.9139,93.1976,93.7533,91.2883,79.2417,0,946,776,515,2237,597
15,20,4,1,6.8,100.008,83.6899,90.5814,90.6646,88.312,75.9108,0,1100,1064,803,2967,804
15,20,4,1,6.9,100.008,80.8096,86.8629,85.9294,84.534,75.0133,0,1305,1273,1100,3678,1036
15,20,4,1,7,100.008,78.1179,84.6068,84.45,82.3916,74.0843,0,1466,1482,1357,4305,1245
15,20,4,1,7.1,100.008,77.3389,83.7963,82.3345,81.1566,72.7786,0,1606,1649,1566,4821,1543
15,20,4,1,7.2,100.008,76.5402,81.2459,81.0189,79.6017,73.4997,0,1765,1744,1737,5246,1767
15,20,4,1,7.3,100.008,73.7588,80.2502,80.2111,78.0734,73.0885,0,1876,1846,1850,5572,1865
15,20,4,1,7.4,100.008,72.6268,78.3269,77.3953,76.1163,72.3027,0,1983,1929,1949,5861,1866
15,20,4,1,7.5,100.008,73.5388,78.2515,75.7971,75.8625,70.6269,0,2039,2002,2047,6088,1934
15,20,4,1,7.6,100.008,73.9454,77.1608,74.2639,75.1234,71.1879,0,2055,2037,2107,6199,1824
15,20,4,1,7.7,100.008,74.1703,76.1438,73.56,74.6247,68.5516,0,2037,2016,2096,6149,1657
15,20,4,1,7.8,100.008,73.5948,75.3907,74.003,74.3295,64.1691,0,1895,1871,1869,5635,1471
15,20,4,1,7.9,100.008,71.9724,74.9383,72.8155,73.2421,64.9014,0,1769,1693,1620,5082,1266
15,20,4,1,8,100.008,69.4104,72.3375,69.7447,70.4976,65.4049,0,1602,1470,1352,4424,1029
15,20,4,1,8.1,100.008,65.591,68.0802,62.2308,65.3007,71.7334,0,1372,1185,1127,3684,782
15,20,4,1,8.2,100.008,60.0341,56.3229,49.8487,55.4019,72.2915,0,1131,950,877,2958,534
15,20,4,1,8.3,95.5614,57.5129,48.5189,40.8017,48.9445,80.6701,4,872,679,639,2190,382
15,20,4,1,8.4,97.0184,72.3817,53.5682,42.0196,55.9898,82.8615,6,561,436,422,1419,258
15,20,4,1,8.5,95.5631,92.7401,96.9579,86.9362,92.2114,85.7814,6,294,186,164,644,89
15,20,4,1,8.6,95.5631,92.6463,98.6693,100.008,97.1079,86.469,6,87,19,2,108,37
15,20,4,1,8.7,94.6741,93.6533,100.008,100.008,97.8898,84.8316,6,56,5,1,62,17
15,20,4,1,8.8,100.008,93.4116,100.008,100.008,97.8092,82.0232,4,29,3,0,32,12
15,20,4,1,8.9,100.008,94.487,100.008,100.008,98.1677,89.5975,0,17,0,0,17,5
15,20,4,1,9,100.008,100.008,100.008,100.008,100.008,89.5975,0,6,0,0,6,5
15,20,4,1,9.1,100.008,100.008,100.008,100.008,100.008,89.5975,0,3,0,0,3,1
15,20,4,1,9.2,100.008,100.008,100.008,100.008,100.008,100.008,0,0,0,0,0,1
15,20,5,1,5.5,100.008,98.4655,100.008,100.008,99.4938,100.008,0,4,0,0,4,1
15,20,5,1,5.6,100.008,97.0796,100.008,100.008,99.0319,91.5595,0,6,0,0,6,2
15,20,5,1,5.7,100.008,96.3226,100.008,100.008,98.7795,91.8663,0,12,0,0,12,7
15,20,5,1,5.8,100.008,96.5808,95.8689,100.008,97.4859,90.073,0,25,2,1,28,9
15,20,5,1,5.9,100.008,96.8322,100.008,100.008,98.9494,89.1747,0,46,2,0,48,14
15,20,5,1,6,100.008,96.8377,98.0266,100.008,98.2908,91.0606,0,89,12,0,101,27
15,20,5,1,6.1,100.008,96.5624,99.2262,100.008,98.5989,92.8109,0,143,28,2,173,61
15,20,5,1,6.2,100.008,95.7946,97.9185,98.3999,97.371,90.6326,0,235,69,15,319,89
15,20,5,1,6.3,100.008,94.9755,98.4182,98.1503,97.1813,89.9169,0,354,133,31,518,148
15,20,5,1,6.4,100.008,93.266,97.274,97.2267,95.9223,86.2048,0,466,289,101,856,247
15,20,5,1,6.5,100.008,91.3716,97.0762,96.6071,95.0183,82.2619,0,643,442,239,1324,364
15,20,5,1,6.6,100.008,88.9895,93.9148,94.8759,92.5934,80.8753,0,821,683,444,1948,507
15,20,5,1,6.7,100.008,84.4537,90.6683,90.869,88.6637,80.0573,0,1011,962,722,2695,703
15,20,5,1,6.8,100.008,80.4772,88.4541,88.4188,85.7834,77.8658,0,1251,1207,1005,3463,928
15,20,5,1,6.9,100.008,79.5772,85.3915,84.7743,83.2477,76.2119,0,1437,1409,1299,4145,1162
15,20,5,1,7,100.008,77.3843,83.6152,82.2603,81.0866,73.3992,0,1589,1599,1534,4722,1380
15,20,5,1,7.1,100.008,76.4856,82.1988,80.5515,79.7453,72.2795,0,1720,1732,1717,5169,1602
15,20,5,1,7.2,100.008,75.5907,80.5011,79.4878,78.5265,70.3217,0,1845,1840,1864,5549,1800
15,20,5,1,7.3,100.008,73.722,79.9745,78.0118,77.2361,69.2656,0,1952,1901,1952,5805,1833
15,20,5,1,7.4,100.008,72.4628,78.5106,76.4003,75.7912,68.577,0,2036,1984,2053,6073,1785
15,20,5,1,7.5,100.008,72.4409,76.8983,75.5698,74.9697,65.6431,0,2081,2041,2084,6206,1790
15,20,5,1,7.6,100.008,72.5153,75.8202,74.0363,74.1239,67.1533,0,2121,2072,2110,6303,1723
15,20,5,1,7.7,100.008,71.0208,75.9304,73.0899,73.3471,65.5711,0,1995,1933,1936,5864,1559
15,20,5,1,7.8,100.008,70.6049,75.319,71.7223,72.5487,62.7541,0,1843,1745,1710,5298,1577
15,20,5,1,7.9,100.008,70.0173,74.6911,70.2801,71.6628,59.2297,0,1684,1513,1473,4670,1357
15,20,5,1,8,100.008,65.9714,70.3965,65.3769,67.2483,61.906,0,1474,1296,1203,3973,1116
15,20,5,1,8.1,100.008,62.2227,60.5533,55.0905,59.2889,55.9131,0,1253,1039,979,3271,864
15,20,5,1,8.2,88.6797,56.362,49.3243,41.2633,48.9832,72.412,5,981,789,739,2509,607
15,20,5,1,8.3,75.8281,63.1027,51.3058,38.6307,51.0131,70.2425,7,698,523,518,1739,382
15,20,5,1,8.4,75.8145,92.6859,97.9779,100.008,96.8906,86.6593,7,412,283,266,961,246
15,20,5,1,8.5,75.8145,91.7029,99.8186,91.0777,94.1998,92.1043,7,130,38,20,188,52
15,20,5,1,8.6,73.1726,92.3597,94.1214,100.008,95.4964,90.2135,7,70,7,0,77,17
15,20,5,1,8.7,72.1297,92.5542,100.008,100.008,97.5234,98.9342,7,36,1,0,37,8
15,20,5,1,8.8,100.008,90.9706,100.008,100.008,96.9955,97.8604,7,14,2,0,16,4
15,20,5,1,8.9,100.008,89.5975,100.008,100.008,96.5378,100.008,7,7,0,0,7,2
15,20,5,1,9,100.008,100.008,100.008,100.008,100.008,100.008,0,2,0,0,2,1
15,20,6,1,5.4,100.008,96.923,100.008,100.008,98.9797,100.008,0,2,0,0,2,1
15,20,6,1,5.5,100.008,97.9514,100.008,100.008,99.3225,100.008,0,3,0,0,3,2
15,20,6,1,5.6,100.008,98.4655,100.008,100.008,99.4938,94.3757,0,4,0,0,4,3
15,20,6,1,5.7,100.008,97.3389,99.1233,100.008,98.8234,92.9336,0,10,1,0,11,4
15,20,6,1,5.8,100.008,95.4403,100.008,100.008,98.4854,92.0515,0,19,0,0,19,8
15,20,6,1,5.9,100.008,96.1139,100.008,99.6115,98.5778,93.86,0,40,1,1,42,15
15,20,6,1,6,100.008,96.7544,97.389,100.008,98.0505,94.5723,0,70,3,1,74,19
15,20,6,1,6.1,100.008,96.2009,99.1028,100.008,98.4372,95.8023,0,127,25,0,152,34
15,20,6,1,6.2,100.008,95.8794,98.1924,95.17,96.4139,95.3825,0,212,56,8,276,69
15,20,6,1,6.3,100.008,95.1851,98.4265,97.8154,97.1424,91.7973,0,320,107,27,454,117
15,20,6,1,6.4,100.008,94.3601,97.6687,97.8501,96.6263,88.0232,0,456,201,59,716,189
15,20,6,1,6.5,100.008,92.3249,97.0344,97.1832,95.5142,83.2332,0,596,364,158,1118,291
15,20,6,1,6.6,100.008,89.4521,94.1722,94.8871,92.8371,81.4635,0,772,587,349,1708,419
15,20,6,1,6.7,100.008,85.999,93.5131,93.9185,91.1436,78.843,0,946,820,580,2346,594
15,20,6,1,6.8,100.008,82.448,89.9841,88.571,87.001,77.0747,0,1153,1092,862,3107,794
15,20,6,1,6.9,100.008,80.1164,86.4048,84.925,83.8154,75.8329,0,1318,1324,1199,3841,1019
15,20,6,1,7,100.008,77.9012,84.6933,83.5353,82.0433,73.385,0,1523,1506,1446,4475,1249
15,20,6,1,7.1,100.008,75.4881,83.1654,81.894,80.1825,72.447,0,1703,1656,1632,4991,1486
15,20,6,1,7.2,100.008,74.6699,81.8792,81.3019,79.2837,72.815,0,1839,1770,1769,5378,1641
15,20,6,1,7.3,100.008,75.4617,79.9271,79.1752,78.188,72.3939,0,1901,1873,1903,5677,1829
15,20,6,1,7.4,100.008,74.949,78.0429,77.5419,76.8446,71.3712,0,1982,1981,2003,5966,1826
15,20,6,1,7.5,100.008,73.3239,76.6852,75.7948,75.2679,71.048,0,2065,2029,2079,6173,1911
15,20,6,1,7.6,100.008,71.7104,75.4816,72.1638,73.1186,70.711,0,2106,2067,2125,6298,1902
15,20,6,1,7.7,100.008,71.4273,75.5255,74.1396,73.6975,68.1263,0,2084,2014,2024,6122,1757
15,20,6,1,7.8,100.008,69.9889,74.2457,73.8988,72.7111,64.4343,0,1934,1848,1784,5566,1565
15,20,6,1,7.9,100.008,70.4051,72.8205,73.0987,72.1081,62.9734,0,1772,1662,1559,4993,1348
15,20,6,1,8,100.008,66.116,70.2462,68.4609,68.2744,61.6633,0,1606,1392,1318,4316,1114
15,20,6,1,8.1,100.008,62.0373,63.3935,59.31,61.5803,65.701,0,1358,1164,1065,3587,862
15,20,6,1,8.2,92.2245,55.7625,51.9253,43.5718,50.4199,73.474,2,1108,924,827,2859,625
15,20,6,1,8.3,94.9166,59.6119,47.8562,41.0293,49.4992,74.3826,6,843,642,596,2081,374
15,20,6,1,8.4,92.4197,79.4619,62.0441,42.3239,61.2766,80.9941,6,552,390,362,1304,194
15,20,6,1,8.5,92.4197,92.4637,99.4659,58.9892,83.6396,75.6893,6,258,143,124,525,97
15,20,6,1,8.6,89.9228,91.8633,99.5789,100.008,97.15,96.3226,6,100,7,0,107,66
15,20,6,1,8.7,85.0265,92.1434,100.008,100.008,97.3865,92.2749,6,49,3,0,52,6
15,20,6,1,8.8,100.008,93.5176,100.008,100.008,97.8445,100.008,3,21,1,0,22,2
15,20,6,1,8.9,100.008,88.3831,100.008,100.008,96.133,100.008,0,10,1,0,11,1
15,20,6,1,9,100.008,100.008,100.008,100.008,100.008,100.008,0,2,0,0,2,0
15,20,7,1,5.4,100.008,100.008,100.008,100.008,100.008,100.008,0,1,0,0,1,0
15,20,7,1,5.5,100.008,97.9514,100.008,100.008,99.3225,100.008,0,3,0,0,3,0
15,20,7,1,5.6,100.008,96.1635,100.008,100.008,98.7265,100.008,0,6,0,0,6,1
15,20,7,1,5.7,100.008,95.0091,100.008,100.008,98.3417,100.008,0,11,0,1,12,2
15,20,7,1,5.8,100.008,94.822,100.008,100.008,98.2793,98.863,0,29,0,0,29,6
15,20,7,1,5.9,100.008,95.8691,98.0539,100.008,97.977,96.5917,0,48,3,0,51,13
15,20,7,1,6,100.008,96.4516,98.883,100.008,98.4475,96.1907,0,97,10,1,108,28
15,20,7,1,6.1,100.008,96.4616,99.2537,100.008,98.5744,94.5808,0,168,28,2,198,48
15,20,7,1,6.2,100.008,95.5363,98.9191,98.3868,97.6141,90.3137,0,263,79,13,355,83
15,20,7,1,6.3,100.008,95.0559,97.9453,99.3329,97.4447,87.5445,0,385,148,40,573,143
15,20,7,1,6.4,100.008,92.9646,97.2485,98.5141,96.2424,83.7801,0,502,277,129,908,231
15,20,7,1,6.5,100.008,91.2254,96.7187,97.0777,95.0073,81.8393,0,655,464,243,1362,355
15,20,7,1,6.6,100.008,87.502,94.355,94.1851,92.014,81.1367,0,805,698,444,1947,517
15,20,7,1,6.7,100.008,84.4315,91.6978,92.5218,89.5504,79.5102,0,1014,941,710,2665,713
15,20,7,1,6.8,100.008,80.7743,88.4724,89.6976,86.3148,78.0437,0,1232,1200,959,3391,951
15,20,7,1,6.9,100.008,79.3549,85.4716,85.7026,83.5097,75.7299,0,1367,1397,1283,4047,1178
15,20,7,1,7,100.008,76.1942,84.712,83.7905,81.5656,72.9603,0,1579,1556,1496,4631,1380
15,20,7,1,7.1,100.008,76.0121,83.5128,81.4472,80.324,72.6829,0,1705,1683,1706,5094,1583
15,20,7,1,7.2,100.008,75.435,80.8847,79.9093,78.743,69.9313,0,1823,1819,1831,5473,1757
15,20,7,1,7.3,100.008,75.2768,79.2279,77.881,77.4619,69.6408,0,1911,1922,1935,5768,1796
15,20,7,1,7.4,100.008,74.5676,79.2784,76.9181,76.9214,68.9505,0,2015,1975,2035,6025,1890
15,20,7,1,7.5,100.008,73.4993,77.8415,75.2717,75.5375,66.5564,0,2072,2013,2072,6157,1834
15,20,7,1,7.6,100.008,73.3416,75.6131,72.4665,73.8071,63.5851,0,2074,2058,2120,6252,1789
15,20,7,1,7.7,100.008,75.2322,77.189,72.9735,75.1316,62.2974,0,1960,1943,2001,5904,1603
15,20,7,1,7.8,100.008,73.1189,76.6874,72.1532,73.9865,65.4362,0,1818,1734,1756,5308,1394
15,20,7,1,7.9,100.008,70.5568,74.686,69.6109,71.6179,63.3224,0,1668,1501,1501,4670,1218
15,20,7,1,8,100.008,67.1831,71.4277,65.4375,68.0161,59.105,0,1454,1276,1252,3982,1178
15,20,7,1,8.1,100.008,63.7591,64.2327,56.4602,61.484,52.9206,0,1216,1013,1010,3239,928
