Population (in K),Carpool (%),Toll ($),day,time in mins,Toll lane speed in km/h, Reg Lane 1  speed,Reg Lane 2 speed,Reg Lane 3 speed, all reg lane avg speed,carpool Lane speed, Toll lane cars num,Reg Lane 1 cars num,Reg Lane 2 cars num,Reg Lane 3 cars num, All Reg Lane cars num, carpool Lane cars num 
25,20,5,1,6.1,100.008,95.5906,97.9315,94.2551,95.9257,89.1405,0,250,75,14,339,101
25,20,5,1,6.2,100.008,94.1903,98.1774,97.8468,96.7382,86.5496,0,387,181,64,632,176
25,20,5,1,6.3,100.008,91.5631,96.0782,95.6176,94.4196,82.6929,0,555,351,189,1095,300
25,20,5,1,6.4,100.008,89.1561,95.086,95.0742,93.1054,79.4537,0,765,567,384,1716,457
25,20,5,1,6.5,100.008,84.8738,91.0667,90.2845,88.7417,77.3601,0,980,885,641,2506,675
25,20,5,1,6.6,100.008,80.2726,87.9503,86.8354,85.0194,74.1501,0,1223,1154,962,3339,951
25,20,5,1,6.7,100.008,79.2784,85.1511,84.1067,82.8454,72.9947,0,1404,1402,1264,4070,1235
25,20,5,1,6.8,100.008,77.3745,83.0593,82.7207,81.0515,71.845,0,1600,1553,1507,4660,1509
25,20,5,1,6.9,100.008,76.2938,81.6459,80.5032,79.481,70.3915,0,1734,1717,1723,5174,1721
25,20,5,1,7,90.0926,77.0695,79.1149,79.29,78.4915,69.5732,1,1811,1844,1848,5503,1909
25,20,5,1,7.1,87.8906,74.747,79.608,76.864,77.073,68.5056,33,1896,1911,1976,5783,2106
25,20,5,1,7.2,73.82,73.0408,77.7959,75.9865,75.6077,66.7742,242,1998,1990,2050,6038,2321
25,20,5,1,7.3,67.7182,72.59,76.9332,74.6405,74.7212,65.6824,551,2079,2038,2113,6230,2357
25,20,5,1,7.4,67.3901,71.0611,75.8935,74.4807,73.8117,63.4511,849,2142,2083,2111,6336,2391
25,20,5,1,7.5,66.5103,70.3733,73.6848,73.1769,72.4117,61.3568,1147,2182,2138,2148,6468,2442
25,20,5,1,7.6,66.251,68.6063,72.1446,71.4168,70.7226,59.9622,1444,2222,2166,2188,6576,2475
25,20,5,1,7.7,65.7126,67.7944,71.1366,69.6709,69.534,59.4437,1734,2264,2190,2255,6709,2517
25,20,5,1,7.8,65.7614,65.4814,69.8911,67.5128,67.6284,57.4183,2021,2297,2229,2302,6828,2358
25,20,5,1,7.9,64.3672,63.865,68.4838,65.8266,66.0585,55.0794,2244,2345,2272,2342,6959,2149
25,20,5,1,8,62.6861,63.2537,67.1289,64.3309,64.9045,50.9348,2476,2387,2305,2384,7076,1949
25,20,5,1,8.1,61.0763,62.8862,65.1621,62.5168,63.5217,45.9069,2513,2399,2343,2435,7177,1705
25,20,5,1,8.2,59.6772,61.3059,63.6479,60.197,61.7169,45.1088,2479,2249,2161,2267,6677,1447
25,20,5,1,8.3,56.959,57.587,60.0711,57.2242,58.2941,42.8427,2213,2017,1909,1993,5919,1200
25,20,5,1,8.4,53.4943,50.7757,55.6802,52.666,53.0406,36.2388,1962,1787,1647,1722,5156,948
25,20,5,1,8.5,48.8607,44.3079,46.5099,44.5501,45.1226,36.9825,1708,1517,1414,1460,4391,687
25,20,5,1,8.6,42.1442,36.5191,38.5264,38.0673,37.7043,30.5351,1444,1262,1168,1182,3612,440
25,20,5,1,8.7,35.4854,35.79,37.9402,37.3637,37.0313,100.008,1183,975,935,931,2841,234
25,20,5,1,8.8,35.2818,36.4618,37.1355,37.0691,36.8888,100.008,923,706,674,686,2066,0
25,20,5,1,8.9,34.726,35.8729,38.1059,36.843,36.9406,100.008,693,446,417,436,1299,0
25,20,5,1,9,34.1155,95.0763,100.008,100.008,98.3641,100.008,432,177,169,175,521,0
25,20,5,1,9.1,100.008,95.0763,100.008,100.008,98.3641,100.008,171,1,0,0,1,0
25,20,5,1,9.2,100.008,100.008,100.008,100.008,100.008,100.008,0,1,0,0,1,0
25,20,6,1,5.4,100.008,96.923,100.008,100.008,98.9797,100.008,0,2,0,0,2,1
25,20,6,1,5.5,100.008,96.923,100.008,100.008,98.9797,100.008,0,2,0,0,2,2
25,20,6,1,5.6,100.008,94.2634,100.008,100.008,98.0931,100.008,0,6,0,0,6,2
25,20,6,1,5.7,100.008,95.8164,100.008,100.008,98.6108,95.9039,0,16,0,0,16,5
25,20,6,1,5.8,100.008,96.1141,100.008,100.008,98.71,95.4339,0,35,1,0,36,8
25,20,6,1,5.9,100.008,96.4145,94.6825,96.0795,95.7255,97.4377,0,67,6,2,75,19
25,20,6,1,6,100.008,95.953,100.008,100.008,98.6563,98.0394,0,134,19,2,155,37
25,20,6,1,6.1,100.008,96.0299,98.1499,95.5571,96.579,94.613,0,226,55,4,285,62
25,20,6,1,6.2,100.008,95.1267,98.0387,96.914,96.6931,90.215,0,337,127,31,495,107
25,20,6,1,6.3,100.008,93.7522,98.1135,98.1712,96.679,86.0782,0,486,235,84,805,186
25,20,6,1,6.4,100.008,90.6465,96.1419,96.4922,94.4268,80.813,0,610,459,214,1283,326
25,20,6,1,6.5,100.008,87.5211,93.8095,94.7781,92.0362,79.7381,0,823,674,441,1938,490
25,20,6,1,6.6,100.008,82.4509,88.825,87.4228,86.2329,75.8039,0,1083,970,723,2776,754
25,20,6,1,6.7,100.008,79.0202,87.2387,85.8037,84.0209,74.2075,0,1287,1217,1032,3536,1053
25,20,6,1,6.8,100.008,78.6598,84.4032,84.0322,82.3651,72.9936,0,1433,1438,1344,4215,1356
25,20,6,1,6.9,100.008,77.4771,82.3237,80.9094,80.2367,72.65,0,1630,1617,1577,4824,1558
25,20,6,1,7,87.4666,76.2783,82.3039,79.031,79.2044,70.9555,1,1764,1730,1777,5271,1838
25,20,6,1,7.1,93.7373,77.2463,78.5987,77.8985,77.9145,70.6474,2,1859,1898,1901,5658,1983
25,20,6,1,7.2,88.7243,73.9138,78.5532,78.3062,76.9244,69.8024,61,1976,1962,1974,5912,2140
25,20,6,1,7.3,80.893,72.5818,77.3385,76.7595,75.5599,67.1295,288,2073,2031,2047,6151,2301
25,20,6,1,7.4,76.7918,72.2858,75.1157,75.4787,74.2934,64.5887,607,2095,2078,2088,6261,2331
25,20,6,1,7.5,75.2883,71.5038,73.2558,74.3264,73.0287,62.8483,910,2143,2122,2107,6372,2365
25,20,6,1,7.6,74.0383,70.3978,72.8159,72.4579,71.8905,60.6002,1211,2181,2140,2170,6491,2411
25,20,6,1,7.7,73.4889,68.1517,71.7885,70.0766,70.0056,59.6959,1505,2224,2160,2214,6598,2448
25,20,6,1,7.8,72.3252,66.5951,71.5383,69.0962,69.0765,60.9055,1799,2286,2185,2258,6729,2491
25,20,6,1,7.9,69.8183,66.2022,68.9001,66.8715,67.3246,59.131,2022,2290,2251,2302,6843,2379
25,20,6,1,8,68.7977,65.6795,66.515,64.9001,65.6982,56.6513,2166,2284,2304,2381,6969,2172
25,20,6,1,8.1,69.2707,63.128,66.3228,63.2413,64.2307,53.1943,2118,2355,2313,2412,7080,1974
25,20,6,1,8.2,66.7013,62.2382,65.3198,61.8984,63.1521,47.888,1927,2414,2342,2448,7204,1732
25,20,6,1,8.3,66.2192,60.4469,63.8965,60.3506,61.5647,45.1205,1669,2290,2199,2303,6792,1476
25,20,6,1,8.4,64.6291,56.9724,60.1353,57.2677,58.1251,44.6758,1412,2027,1961,2050,6038,1218
25,20,6,1,8.5,58.6039,51.9485,54.803,52.5187,53.0901,35.4745,1178,1780,1701,1791,5272,962
25,20,6,1,8.6,47.5479,44.2431,47.4686,45.3281,45.6799,35.0925,914,1535,1451,1505,4491,715
25,20,6,1,8.7,35.1125,35.6638,38.2304,37.6594,37.1845,33.5807,649,1293,1203,1228,3724,454
25,20,6,1,8.8,36.9034,34.9801,37.9131,37.1525,36.6819,100.008,400,1026,949,978,2953,253
25,20,6,1,8.9,100.008,34.5467,37.7309,37.2126,36.4967,100.008,143,755,701,721,2177,0
25,20,6,1,9,100.008,34.4191,38.0081,37.1322,36.5198,100.008,1,489,456,466,1411,0
