timestamp,intersection_id,detector_id,approach,lane_label,vehicle_count,avg_speed_kmh,source
2026-04-20T00:45:00,INT-001,D04,North,N-3,27,100.01,SimToll-15K-Day1
2026-04-20T00:45:00,INT-001,D05,North,N-AGG,2,100.01,SimToll-15K-Day1
2026-04-20T00:45:00,INT-001,D06,Carpool,CP-1,0,100.01,SimToll-15K-Day1
2026-04-20T00:45:00,INT-001,D07,East,E-1,10,17.36,synthetic-extended
2026-04-20T00:45:00,INT-001,D08,East,E-2,13,19.72,synthetic-extended
2026-04-20T00:45:00,INT-001,D09,East,E-3,12,25.02,synthetic-extended
2026-04-20T00:45:00,INT-001,D10,East,E-AGG,5,22.13,synthetic-extended
2026-04-20T00:45:00,INT-001,D11,South,S-1,7,22.16,synthetic-extended
2026-04-20T00:45:00,INT-001,D12,South,S-2,14,23.26,synthetic-extended
2026-04-20T00:45:00,INT-001,D13,South,S-3,6,13.03,synthetic-extended
2026-04-20T00:45:00,INT-001,D14,South,S-AGG,12,13.78,synthetic-extended
2026-04-20T00:45:00,INT-001,D15,West,W-1,5,26.51,synthetic-extended
2026-04-20T00:45:00,INT-001,D16,West,W-2,8,26.8,synthetic-extended
2026-04-20T00:45:00,INT-001,D17,West,W-3,3,19.37,synthetic-extended
2026-04-20T00:45:00,INT-001,D18,West,W-AGG,7,25.18,synthetic-extended
2026-04-20T00:45:00,INT-001,D19,North,N-4,10,24.72,synthetic-extended
2026-04-20T00:45:00,INT-001,D20,Toll,Toll-2,10,20.99,synthetic-extended
2026-04-20T00:45:00,INT-001,D21,Carpool,CP-2,6,17.23,synthetic-extended
2026-04-20T00:45:00,INT-001,D22,Exit,EX-1,6,19.88,synthetic-extended
2026-04-20T01:00:00,INT-001,D01,Toll,Toll-1,4,100.01,SimToll-15K-Day1
2026-04-20T01:00:00,INT-001,D02,North,N-1,298,80.0,SimToll-15K-Day1
2026-04-20T01:00:00,INT-001,D03,North,N-2,246,100.01,SimToll-15K-Day1
2026-04-20T01:00:00,INT-001,D04,North,N-3,169,100.01,SimToll-15K-Day1
2026-04-20T01:00:00,INT-001,D05,North,N-AGG,0,100.01,SimToll-15K-Day1
2026-04-20T01:00:00,INT-001,D06,Carpool,CP-1,1,100.01,SimToll-15K-Day1
2026-04-20T01:00:00,INT-001,D07,East,E-1,4,13.04,synthetic-extended
2026-04-20T01:00:00,INT-001,D08,East,E-2,11,25.31,synthetic-extended
2026-04-20T01:00:00,INT-001,D09,East,E-3,8,15.08,synthetic-extended
2026-04-20T01:00:00,INT-001,D10,East,E-AGG,8,25.3,synthetic-extended
2026-04-20T01:00:00,INT-001,D11,South,S-1,7,12.62,synthetic-extended
2026-04-20T01:00:00,INT-001,D12,South,S-2,13,24.31,synthetic-extended
2026-04-20T01:00:00,INT-001,D13,South,S-3,9,23.5,synthetic-extended
2026-04-20T01:00:00,INT-001,D14,South,S-AGG,8,21.81,synthetic-extended
2026-04-20T01:00:00,INT-001,D15,West,W-1,13,13.89,synthetic-extended
2026-04-20T01:00:00,INT-001,D16,West,W-2,12,25.21,synthetic-extended
2026-04-20T01:00:00,INT-001,D17,West,W-3,7,26.68,synthetic-extended
2026-04-20T01:00:00,INT-001,D18,West,W-AGG,14,23.33,synthetic-extended
2026-04-20T01:00:00,INT-001,D19,North,N-4,9,22.66,synthetic-extended
2026-04-20T01:00:00,INT-001,D20,Toll,Toll-2,8,27.17,synthetic-extended
2026-04-20T01:00:00,INT-001,D21,Carpool,CP-2,9,18.26,synthetic-extended
2026-04-20T01:00:00,INT-001,D22,Exit,EX-1,12,18.47,synthetic-extended
2026-04-20T01:15:00,INT-001,D01,Toll,Toll-1,0,100.01,SimToll-15K-Day1
2026-04-20T01:15:00,INT-001,D02,North,N-1,467,80.0,SimToll-15K-Day1
2026-04-20T01:15:00,INT-001,D03,North,N-2,459,100.01,SimToll-15K-Day1
2026-04-20T01:15:00,INT-001,D04,North,N-3,406,100.01,SimToll-15K-Day1
2026-04-20T01:15:00,INT-001,D05,North,N-AGG,0,100.01,SimToll-15K-Day1
2026-04-20T01:15:00,INT-001,D06,Carpool,CP-1,2,100.01,SimToll-15K-Day1
2026-04-20T01:15:00,INT-001,D07,East,E-1,12,14.93,synthetic-extended
2026-04-20T01:15:00,INT-001,D08,East,E-2,9,11.37,synthetic-extended
2026-04-20T01:15:00,INT-001,D09,East,E-3,4,14.91,synthetic-extended
2026-04-20T01:15:00,INT-001,D10,East,E-AGG,5,25.0,synthetic-extended
2026-04-20T01:15:00,INT-001,D11,South,S-1,7,19.48,synthetic-extended
2026-04-20T01:15:00,INT-001,D12,South,S-2,10,21.95,synthetic-extended
2026-04-20T01:15:00,INT-001,D13,South,S-3,4,19.88,synthetic-extended
2026-04-20T01:15:00,INT-001,D14,South,S-AGG,15,20.47,synthetic-extended
2026-04-20T01:15:00,INT-001,D15,West,W-1,8,23.8,synthetic-extended
2026-04-20T01:15:00,INT-001,D16,West,W-2,10,14.3,synthetic-extended
2026-04-20T01:15:00,INT-001,D17,West,W-3,2,21.79,synthetic-extended
2026-04-20T01:15:00,INT-001,D18,West,W-AGG,11,18.03,synthetic-extended
2026-04-20T01:15:00,INT-001,D19,North,N-4,13,25.07,synthetic-extended
2026-04-20T01:15:00,INT-001,D20,Toll,Toll-2,2,22.02,synthetic-extended
2026-04-20T01:15:00,INT-001,D21,Carpool,CP-2,5,12.22,synthetic-extended
2026-04-20T01:15:00,INT-001,D22,Exit,EX-1,9,24.06,synthetic-extended
2026-04-20T01:30:00,INT-001,D01,Toll,Toll-1,0,100.01,SimToll-15K-Day1
2026-04-20T01:30:00,INT-001,D02,North,N-1,603,80.0,SimToll-15K-Day1
2026-04-20T01:30:00,INT-001,D03,North,N-2,602,100.01,SimToll-15K-Day1
2026-04-20T01:30:00,INT-001,D04,North,N-3,592,100.01,SimToll-15K-Day1
2026-04-20T01:30:00,INT-001,D05,North,N-AGG,2,100.01,SimToll-15K-Day1
2026-04-20T01:30:00,INT-001,D06,Carpool,CP-1,1,100.01,SimToll-15K-Day1
2026-04-20T01:30:00,INT-001,D07,East,E-1,6,18.0,synthetic-extended
2026-04-20T01:30:00,INT-001,D08,East,E-2,10,18.65,synthetic-extended
2026-04-20T01:30:00,INT-001,D09,East,E-3,5,18.34,synthetic-extended
2026-04-20T01:30:00,INT-001,D10,East,E-AGG,13,12.82,synthetic-extended
2026-04-20T01:30:00,INT-001,D11,South,S-1,14,24.63,synthetic-extended
2026-04-20T01:30:00,INT-001,D12,South,S-2,7,26.07,synthetic-extended
2026-04-20T01:30:00,INT-001,D13,South,S-3,4,13.91,synthetic-extended
2026-04-20T01:30:00,INT-001,D14,South,S-AGG,13,18.95,synthetic-extended
2026-04-20T01:30:00,INT-001,D15,West,W-1,11,25.69,synthetic-extended
2026-04-20T01:30:00,INT-001,D16,West,W-2,6,17.31,synthetic-extended
2026-04-20T01:30:00,INT-001,D17,West,W-3,7,15.49,synthetic-extended
2026-04-20T01:30:00,INT-001,D18,West,W-AGG,13,15.81,synthetic-extended
2026-04-20T01:30:00,INT-001,D19,North,N-4,14,21.84,synthetic-extended
2026-04-20T01:30:00,INT-001,D20,Toll,Toll-2,9,13.73,synthetic-extended
2026-04-20T01:30:00,INT-001,D21,Carpool,CP-2,8,14.73,synthetic-extended
2026-04-20T01:30:00,INT-001,D22,Exit,EX-1,4,20.52,synthetic-extended
2026-04-20T01:45:00,INT-001,D01,Toll,Toll-1,2,100.01,SimToll-15K-Day1
2026-04-20T01:45:00,INT-001,D02,North,N-1,695,80.0,SimToll-15K-Day1
2026-04-20T01:45:00,INT-001,D03,North,N-2,687,100.01,SimToll-15K-Day1
2026-04-20T01:45:00,INT-001,D04,North,N-3,701,100.01,SimToll-15K-Day1
2026-04-20T01:45:00,INT-001,D05,North,N-AGG,0,100.01,SimToll-15K-Day1
2026-04-20T01:45:00,INT-001,D06,Carpool,CP-1,0,100.01,SimToll-15K-Day1
2026-04-20T01:45:00,INT-001,D07,East,E-1,13,18.88,synthetic-extended
2026-04-20T01:45:00,INT-001,D08,East,E-2,14,13.77,synthetic-extended
2026-04-20T01:45:00,INT-001,D09,East,E-3,12,12.53,synthetic-extended
2026-04-20T01:45:00,INT-001,D10,East,E-AGG,7,12.35,synthetic-extended
2026-04-20T01:45:00,INT-001,D11,South,S-1,7,22.05,synthetic-extended
2026-04-20T01:45:00,INT-001,D12,South,S-2,9,17.71,synthetic-extended
2026-04-20T01:45:00,INT-001,D13,South,S-3,10,15.19,synthetic-extended
2026-04-20T01:45:00,INT-001,D14,South,S-AGG,15,11.89,synthetic-extended
2026-04-20T01:45:00,INT-001,D15,West,W-1,6,17.96,synthetic-extended
2026-04-20T01:45:00,INT-001,D16,West,W-2,13,20.29,synthetic-extended
2026-04-20T01:45:00,INT-001,D17,West,W-3,6,26.21,synthetic-extended
2026-04-20T01:45:00,INT-001,D18,West,W-AGG,9,21.97,synthetic-extended
2026-04-20T01:45:00,INT-001,D19,North,N-4,11,15.07,synthetic-extended
2026-04-20T01:45:00,INT-001,D20,Toll,Toll-2,8,13.34,synthetic-extended
2026-04-20T01:45:00,INT-001,D21,Carpool,CP-2,8,18.57,synthetic-extended
2026-04-20T01:45:00,INT-001,D22,Exit,EX-1,5,11.4,synthetic-extended
2026-04-20T02:00:00,INT-001,D01,Toll,Toll-1,2,100.01,SimToll-15K-Day1
2026-04-20T02:00:00,INT-001,D02,North,N-1,738,80.0,SimToll-15K-Day1
2026-04-20T02:00:00,INT-001,D03,North,N-2,717,100.01,SimToll-15K-Day1
2026-04-20T02:00:00,INT-001,D04,North,N-3,740,100.01,SimToll-15K-Day1
2026-04-20T02:00:00,INT-001,D05,North,N-AGG,2,100.01,SimToll-15K-Day1
2026-04-20T02:00:00,INT-001,D06,Carpool,CP-1,0,100.01,SimToll-15K-Day1
2026-04-20T02:00:00,INT-001,D07,East,E-1,12,15.49,synthetic-extended
2026-04-20T02:00:00,INT-001,D08,East,E-2,11,25.34,synthetic-extended
2026-04-20T02:00:00,INT-001,D09,East,E-3,7,17.16,synthetic-extended
2026-04-20T02:00:00,INT-001,D10,East,E-AGG,7,18.26,synthetic-extended
2026-04-20T02:00:00,INT-001,D11,South,S-1,14,22.51,synthetic-extended
2026-04-20T02:00:00,INT-001,D12,South,S-2,15,26.99,synthetic-extended
2026-04-20T02:00:00,INT-001,D13,South,S-3,9,11.38,synthetic-extended
2026-04-20T02:00:00,INT-001,D14,South,S-AGG,14,16.04,synthetic-extended
2026-04-20T02:00:00,INT-001,D15,West,W-1,6,26.27,synthetic-extended
2026-04-20T02:00:00,INT-001,D16,West,W-2,6,15.48,synthetic-extended
2026-04-20T02:00:00,INT-001,D17,West,W-3,2,23.13,synthetic-extended
2026-04-20T02:00:00,INT-001,D18,West,W-AGG,8,15.61,synthetic-extended
2026-04-20T02:00:00,INT-001,D19,North,N-4,15,14.62,synthetic-extended
2026-04-20T02:00:00,INT-001,D20,Toll,Toll-2,7,14.51,synthetic-extended
2026-04-20T02:00:00,INT-001,D21,Carpool,CP-2,8,19.34,synthetic-extended
2026-04-20T02:00:00,INT-001,D22,Exit,EX-1,8,25.74,synthetic-extended
2026-04-20T02:15:00,INT-001,D01,Toll,Toll-1,4,100.01,SimToll-15K-Day1
2026-04-20T02:15:00,INT-001,D02,North,N-1,677,80.0,SimToll-15K-Day1
2026-04-20T02:15:00,INT-001,D03,North,N-2,645,100.01,SimToll-15K-Day1
2026-04-20T02:15:00,INT-001,D04,North,N-3,659,100.01,SimToll-15K-Day1
2026-04-20T02:15:00,INT-001,D05,North,N-AGG,1,100.01,SimToll-15K-Day1
2026-04-20T02:15:00,INT-001,D06,Carpool,CP-1,4,100.01,SimToll-15K-Day1
2026-04-20T02:15:00,INT-001,D07,East,E-1,8,11.96,synthetic-extended
2026-04-20T02:15:00,INT-001,D08,East,E-2,11,23.59,synthetic-extended
2026-04-20T02:15:00,INT-001,D09,East,E-3,8,13.84,synthetic-extended
2026-04-20T02:15:00,INT-001,D10,East,E-AGG,12,20.08,synthetic-extended
2026-04-20T02:15:00,INT-001,D11,South,S-1,12,20.22,synthetic-extended
2026-04-20T02:15:00,INT-001,D12,South,S-2,7,12.45,synthetic-extended
2026-04-20T02:15:00,INT-001,D13,South,S-3,3,19.98,synthetic-extended
2026-04-20T02:15:00,INT-001,D14,South,S-AGG,11,20.57,synthetic-extended
2026-04-20T02:15:00,INT-001,D15,West,W-1,7,18.13,synthetic-extended
2026-04-20T02:15:00,INT-001,D16,West,W-2,4,16.18,synthetic-extended
2026-04-20T02:15:00,INT-001,D17,West,W-3,1,25.63,synthetic-extended
2026-04-20T02:15:00,INT-001,D18,West,W-AGG,9,22.16,synthetic-extended
2026-04-20T02:15:00,INT-001,D19,North,N-4,7,16.91,synthetic-extended
2026-04-20T02:15:00,INT-001,D20,Toll,Toll-2,10,25.4,synthetic-extended
2026-04-20T02:15:00,INT-001,D21,Carpool,CP-2,10,26.83,synthetic-extended
2026-04-20T02:15:00,INT-001,D22,Exit,EX-1,6,26.06,synthetic-extended
2026-04-20T02:30:00,INT-001,D01,Toll,Toll-1,0,100.01,SimToll-15K-Day1
2026-04-20T02:30:00,INT-001,D02,North,N-1,507,80.0,SimToll-15K-Day1
2026-04-20T02:30:00,INT-001,D03,North,N-2,441,100.01,SimToll-15K-Day1
2026-04-20T02:30:00,INT-001,D04,North,N-3,441,100.01,SimToll-15K-Day1
2026-04-20T02:30:00,INT-001,D05,North,N-AGG,4,100.01,SimToll-15K-Day1
2026-04-20T02:30:00,INT-001,D06,Carpool,CP-1,0,100.01,SimToll-15K-Day1
2026-04-20T02:30:00,INT-001,D07,East,E-1,10,11.65,synthetic-extended
2026-04-20T02:30:00,INT-001,D08,East,E-2,11,23.77,synthetic-extended
2026-04-20T02:30:00,INT-001,D09,East,E-3,10,24.09,synthetic-extended
2026-04-20T02:30:00,INT-001,D10,East,E-AGG,8,15.52,synthetic-extended
2026-04-20T02:30:00,INT-001,D11,South,S-1,7,17.37,synthetic-extended
2026-04-20T02:30:00,INT-001,D12,South,S-2,6,24.99,synthetic-extended
2026-04-20T02:30:00,INT-001,D13,South,S-3,4,14.44,synthetic-extended
2026-04-20T02:30:00,INT-001,D14,South,S-AGG,13,16.84,synthetic-extended
2026-04-20T02:30:00,INT-001,D15,West,W-1,8,14.82,synthetic-extended
2026-04-20T02:30:00,INT-001,D16,West,W-2,7,17.63,synthetic-extended
2026-04-20T02:30:00,INT-001,D17,West,W-3,5,25.08,synthetic-extended
2026-04-20T02:30:00,INT-001,D18,West,W-AGG,10,16.87,synthetic-extended
2026-04-20T02:30:00,INT-001,D19,North,N-4,14,17.64,synthetic-extended
2026-04-20T02:30:00,INT-001,D20,Toll,Toll-2,10,16.55,synthetic-extended
2026-04-20T02:30:00,INT-001,D21,Carpool,CP-2,4,13.1,synthetic-extended
2026-04-20T02:30:00,INT-001,D22,Exit,EX-1,8,14.11,synthetic-extended
2026-04-20T02:45:00,INT-001,D01,Toll,Toll-1,0,100.01,SimToll-15K-Day1
2026-04-20T02:45:00,INT-001,D02,North,N-1,273,80.0,SimToll-15K-Day1
2026-04-20T02:45:00,INT-001,D03,North,N-2,221,100.01,SimToll-15K-Day1
2026-04-20T02:45:00,INT-001,D04,North,N-3,223,100.01,SimToll-15K-Day1
2026-04-20T02:45:00,INT-001,D05,North,N-AGG,1,100.01,SimToll-15K-Day1
2026-04-20T02:45:00,INT-001,D06,Carpool,CP-1,0,100.01,SimToll-15K-Day1
2026-04-20T02:45:00,INT-001,D07,East,E-1,9,18.23,synthetic-extended
2026-04-20T02:45:00,INT-001,D08,East,E-2,14,13.1,synthetic-extended
2026-04-20T02:45:00,INT-001,D09,East,E-3,13,14.29,synthetic-extended
2026-04-20T02:45:00,INT-001,D10,East,E-AGG,5,22.59,synthetic-extended
2026-04-20T02:45:00,INT-001,D11,South,S-1,6,19.57,synthetic-extended
2026-04-20T02:45:00,INT-001,D12,South,S-2,14,22.24,synthetic-extended
2026-04-20T02:45:00,INT-001,D13,South,S-3,4,17.08,synthetic-extended
2026-04-20T02:45:00,INT-001,D14,South,S-AGG,7,26.43,synthetic-extended
2026-04-20T02:45:00,INT-001,D15,West,W-1,10,21.22,synthetic-extended
2026-04-20T02:45:00,INT-001,D16,West,W-2,5,22.77,synthetic-extended
2026-04-20T02:45:00,INT-001,D17,West,W-3,5,19.36,synthetic-extended
2026-04-20T02:45:00,INT-001,D18,West,W-AGG,12,16.47,synthetic-extended
2026-04-20T02:45:00,INT-001,D19,North,N-4,10,20.12,synthetic-extended
2026-04-20T02:45:00,INT-001,D20,Toll,Toll-2,5,17.98,synthetic-extended
2026-04-20T02:45:00,INT-001,D21,Carpool,CP-2,10,22.09,synthetic-extended
2026-04-20T02:45:00,INT-001,D22,Exit,EX-1,6,21.1,synthetic-extended
2026-04-20T03:00:00,INT-001,D01,Toll,Toll-1,0,100.01,SimToll-15K-Day1
2026-04-20T03:00:00,INT-001,D02,North,N-1,67,80.0,SimToll-15K-Day1
2026-04-20T03:00:00,INT-001,D03,North,N-2,45,100.01,SimToll-15K-Day1
2026-04-20T03:00:00,INT-001,D04,North,N-3,45,100.01,SimToll-15K-Day1
2026-04-20T03:00:00,INT-001,D05,North,N-AGG,0,100.01,SimToll-15K-Day1
2026-04-20T03:00:00,INT-001,D06,Carpool,CP-1,0,100.01,SimToll-15K-Day1
2026-04-20T03:00:00,INT-001,D07,East,E-1,8,14.61,synthetic-extended
2026-04-20T03:00:00,INT-001,D08,East,E-2,15,20.96,synthetic-extended
2026-04-20T03:00:00,INT-001,D09,East,E-3,9,18.69,synthetic-extended
2026-04-20T03:00:00,INT-001,D10,East,E-AGG,12,22.06,synthetic-extended
2026-04-20T03:00:00,INT-001,D11,South,S-1,14,18.82,synthetic-extended
2026-04-20T03:00:00,INT-001,D12,South,S-2,8,21.79,synthetic-extended
2026-04-20T03:00:00,INT-001,D13,South,S-3,5,19.5,synthetic-extended
2026-04-20T03:00:00,INT-001,D14,South,S-AGG,15,16.61,synthetic-extended
2026-04-20T03:00:00,INT-001,D15,West,W-1,8,22.01,synthetic-extended
2026-04-20T03:00:00,INT-001,D16,West,W-2,7,24.16,synthetic-extended
2026-04-20T03:00:00,INT-001,D17,West,W-3,3,11.64,synthetic-extended
2026-04-20T03:00:00,INT-001,D18,West,W-AGG,9,26.99,synthetic-extended
2026-04-20T03:00:00,INT-001,D19,North,N-4,15,24.85,synthetic-extended
2026-04-20T03:00:00,INT-001,D20,Toll,Toll-2,3,18.54,synthetic-extended
2026-04-20T03:00:00,INT-001,D21,Carpool,CP-2,13,14.36,synthetic-extended
2026-04-20T03:00:00,INT-001,D22,Exit,EX-1,10,19.16,synthetic-extended
2026-04-20T03:15:00,INT-001,D01,Toll,Toll-1,0,100.01,SimToll-15K-Day1
2026-04-20T03:15:00,INT-001,D02,North,N-1,3,80.0,SimToll-15K-Day1
2026-04-20T03:15:00,INT-001,D03,North,N-2,3,100.01,SimToll-15K-Day1
2026-04-20T03:15:00,INT-001,D04,North,N-3,3,100.01,SimToll-15K-Day1
2026-04-20T03:15:00,INT-001,D05,North,N-AGG,0,100.01,SimToll-15K-Day1
2026-04-20T03:15:00,INT-001,D06,Carpool,CP-1,4,100.01,SimToll-15K-Day1
2026-04-20T03:15:00,INT-001,D07,East,E-1,5,23.7,synthetic-extended
2026-04-20T03:15:00,INT-001,D08,East,E-2,9,14.06,synthetic-extended
2026-04-20T03:15:00,INT-001,D09,East,E-3,12,18.68,synthetic-extended
2026-04-20T03:15:00,INT-001,D10,East,E-AGG,13,15.24,synthetic-extended
2026-04-20T03:15:00,INT-001,D11,South,S-1,7,18.55,synthetic-extended
2026-04-20T03:15:00,INT-001,D12,South,S-2,13,21.93,synthetic-extended
2026-04-20T03:15:00,INT-001,D13,South,S-3,9,20.78,synthetic-extended
2026-04-20T03:15:00,INT-001,D14,South,S-AGG,13,21.05,synthetic-extended
2026-04-20T03:15:00,INT-001,D15,West,W-1,13,18.08,synthetic-extended
2026-04-20T03:15:00,INT-001,D16,West,W-2,12,18.38,synthetic-extended
2026-04-20T03:15:00,INT-001,D17,West,W-3,3,23.15,synthetic-extended
2026-04-20T03:15:00,INT-001,D18,West,W-AGG,13,18.45,synthetic-extended
2026-04-20T03:15:00,INT-001,D19,North,N-4,9,24.69,synthetic-extended
2026-04-20T03:15:00,INT-001,D20,Toll,Toll-2,6,23.5,synthetic-extended
2026-04-20T03:15:00,INT-001,D21,Carpool,CP-2,12,19.0,synthetic-extended
2026-04-20T03:15:00,INT-001,D22,Exit,EX-1,7,15.64,synthetic-extended
2026-04-20T03:30:00,INT-001,D01,Toll,Toll-1,0,100.01,SimToll-15K-Day1
2026-04-20T03:30:00,INT-001,D02,North,N-1,3,80.0,SimToll-15K-Day1
2026-04-20T03:30:00,INT-001,D03,North,N-2,0,100.01,SimToll-15K-Day1
2026-04-20T03:30:00,INT-001,D04,North,N-3,0,100.01,SimToll-15K-Day1
2026-04-20T03:30:00,INT-001,D05,North,N-AGG,0,100.01,SimToll-15K-Day1
2026-04-20T03:30:00,INT-001,D06,Carpool,CP-1,0,100.01,SimToll-15K-Day1
2026-04-20T03:30:00,INT-001,D07,East,E-1,9,25.54,synthetic-extended
2026-04-20T03:30:00,INT-001,D08,East,E-2,7,13.46,synthetic-extended
2026-04-20T03:30:00,INT-001,D09,East,E-3,7,17.38,synthetic-extended
2026-04-20T03:30:00,INT-001,D10,East,E-AGG,7,22.55,synthetic-extended
2026-04-20T03:30:00,INT-001,D11,South,S-1,7,17.89,synthetic-extended
2026-04-20T03:30:00,INT-001,D12,South,S-2,11,19.93,synthetic-extended
2026-04-20T03:30:00,INT-001,D13,South,S-3,7,12.25,synthetic-extended
